Inspection ID,Opening date,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Type,Inspection Date,Results,Violations
2078801,2011/06/12,THREE CHEFS RESTURANT,THREE CHEFS RESTURANT,2009471,Restaurant,Risk 1 (High),8125 S HALSTED ST,",IL,60620",Complaint,08/22/2017,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: TWO DOOR REACH-IN COOLER NOT MAINTAINING PROPER TEMPERATURE 58.8F. INSTRUCTED MANAGER TO REPAIR REACH-IN COOLER MUST MAINTAIN 40F OR BELOW. REACH-IN COOLER IS TAGGED HELD FOR INSPECTION AND MUST NOT BE USED UNTIL REINSPECTED BY CHICAGO DEPARTMENT OF HEALTH. CRITICAL VIOLATION 7-38-005A | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED THE FOLLOWING POTENTIALLY HAZARDOUS FOODS STORED IN REACH-IN COOLER AT IMPROPER TEMPERATURE, COOKED PASTA 61.6F, COOKED RICE 73F, RAW FISH 60.7F, POOLED EGGS 56.3F-73.8F, RAW SHELL EGGS 57.4F, RAW GROUND TURKEY 53.2F, RAW CHICKEN 54.9F, RAW GROUND BEEF 52.2F, RAW STEAK 51.1F-52.3F, HAM 55.2F, SALMON CROQUETTE 55.3F, RAW SHRIMP 55.7F, CRAB MEAT 56.6F, RAW SAUSAGE 56.3F. INSTRUCTED MANAGER TO DISCARD ALL ITEMS APPROXIMATELY 200LBS AND $400 OF FOOD. CRITICAL VIOLATION 7-38-005A | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED OVER 30 RAT DROPPINGS SCATTERED ON FLOOR IN BASEMENT, OVER 20 MICE DROPPINGS SCATTERED ON SHELVES UNDER COUNTER IN DINING AREA, SEVERAL FLYING INSECTS NEAR REAR DOOR IN KITCHEN. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. SERIOUS VIOLATION 7-38-020 | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS NOT CORRECTED FROM REPORT #1989593 ON 2-23-17: 35-REMOVE PEELING PAINT AND REPAINT SOME AREAS OF WALLS IN DINING ROOM. CLEAN AND/OR PAINT WALLS AND DOORS IN FOOD PREP AND REAR STORAGE AREAS.45-ALL EMPLOYEES CLASSIFIED AS FOOD HANDLERS THAT ARE NOT CERTIFIED SERVIC MANAGERS MUST MEET IDPH FOOD HANDLER REQUIREMENTS. SERIOUS VIOLATION 7-42-090 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPAIR/REPLACE DAMAGED GASKET ON REAR TWO-DOOR REACH-IN COOLER. REMOVE RUSTY SURFACES ON BOTTOM OF PREP TABLES. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL ALL BULK CONTAINERS IN PREP AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE AND BASEMENT AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL ALL OPENINGS IN WALLS ALONG BASEBOARDS IN DINING AREA, ALONG STAIRWAY LEADING TO BASEMENT AND IN SOUTHEAST CORNER BEHIND REFRIGERATOR IN REAR AREA BEHIND WASHROOM. REPLACE MISSING LIGHT SWITCH COVER IN PREP AREA NEAR ALARM SYSTEM. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INVERT ALL CARRYOUT CONTAINERS TO PROTECT FROM DUST, DIRT, CONTAMINATION. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOKING EQUIPMENT, PREP TABLES, HOLDING UNITS, COOLERS, FREEZERS, SHELVES UNDER COUNTER IN DINING AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING DRAINPIPE UNDER PREP SINK IN KITCHEN. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE THERMOMETERS IN ALL COOLERS AND METAL STEM THERMOMETERS FOR INTERNAL TEMPERATURES. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STORE MOP HEAD UPRIGHT TO PREVENT INSECT BREEDING."
2078380,2011/07/01,THE GODDESS GOLD COAST,THE GODDESS AND GROCER,2397687,Restaurant,Risk 1 (HIGH),1127 N STATE ST,"CCHICAGO,IL,60610",Complaint,08/14/2017,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITY NOT MAINTAINING PROPER COOLING TEMPERATURE, FOUND PREP COOLER AT 48.8F, COOLER IS USED TO HOLD PERISHABLES, INSTRUCTED TO KEEP ALL COOLERS TEMPERATURE AT 40F OR LOWER. CRITICAL CITATION ISSUED 7-38-005(A). COOLER IS TAGGED NOT ALLOWED TO USE, MUST CONTACT THE OFFICE OF CDPH WHEN REPAIRED. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS STORED AT IMPROPER TEMPERATURE, FOUND 5 LBS OF COOKED CHICKEN AT 50.3F, 1 LB OF LIQUID EGGS AT 48.5F, 4 LBS OF TUNA SALAD AT 49.4, ALL FOODS STORED IN SAID COOLER. INSTRUCTED MGR TO KEEP SUCH FOODS AT 40 OR LOWER. CRITICAL CITATION ISSUED 7-38-005(A) FOOD DISCARDED VALUED AT $50. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: BULK FOOD CONTAINERS AND CLEANING SPRAY BOTTLES NOT LABELED, INSTRUCTED TO LABEL AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: HEAVY DUST BUILD UP NOTED ON WALL VENT ABOVE PREP TABLE, INSTRUCTED TO KEEP CLEAN."
2015423,2013/08/30,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519,Restaurant,Risk 1 (High),6606 W NORTH AVE,"Chicago,IL,60707",Complaint,07/31/2017,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Prep table that had rust, peeling paint(lower shelving)shall be repaired/replaced.
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Walk in cooler shelving/racks not clean, need detailed cleaning(crevices).
Prep tables lower shelving not clean, need detailed cleaning. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Wall by front counter area had food splattering not clean, need detailed cleaning.
Gap on wall in prep area shall be repaired/sealed."
2071437,2011/07/25,CHINA CAFE,CHINA CAFE,2535883,Restaurant,Risk 1 (High),2300-2302 S WENTWORTH AVE BLDG,",IL,60616",License,07/26/2017,Pass,
2071348,2007/11/17,MARKET SELECT,MARKET SELECT,2523569,Grocery Store,Risk 3 (Low),912 N ASHLAND AVE,",IL,60622",Lisence,07/25/2017,Pass,37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST PROVIDE A SELF CLOSING LATCH FOR THE EMPLOYEE BATHROOM DOOR.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CURRENTLY THERE IS NO MOP SINK ON PREMISES. INSTRUCTED TO INSTALL A MOP SINK ON PREMISES WITH HOT AND COLD RUNNING WATER.
2071351,2016/03/04,MARKET SELECT,MARKET SELECT,2523571,Grocery Store,Risk 3 (Low),912 N ASHLAND AVE,",IL,60622",License,07/25/2017,Pass,
2070149,"11 February, 2008",KATANA (刀),KATANA,2528614,Restaurant,Risk 3 (Low),339 N DEARBORN ST,"CHICAGOCHICAGO,IL,60654",Lisence,07/20/2017,Pass,
2070147,2009/07/03,KATANA (刀),KATANA,2528612,Restaurant,Risk 3 (Low),339 N DEARBORN ST,"CHICAGOCHICAGO,IL,60654",License,07/20/2017,Pass,
2070140,2012/08/24,KATANA (刀),KATANA,2528611,Restaurant,Risk 1 (High),339 N DEARBORN ST,"CHICAGOCHICAGO,IL,60654",License,07/20/2017,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED WALLS BEHIND SUSHI PREP AREA THAT ARE POROUS AND NOT SMOOTH AND EASILY CLENABALE. MUST SEAL WALLS SO THAT THEY ARE NON POROUS AND CAN BE EASILY CLEANED AND SANITIZED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED WALLS OF 1ST FLOOR AND 2ND FLOOR WASHROOMS ARE NOT SMOOTH AND EASILY CLEANABLE. SURFACES ARE POROUS. ALL WALLS NEED TO BE SEALED SO THAT THEY ARE NON POROUS, SMOOTH AND EASILY CLEANABLE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS AROUND MAIN BAR IN FRONT HOSTESS AREA NOT SMOOTH AND EASILY CLEANABLE. MUST SEAL FLOORS. OBSERVED HARDWOOD FLOORS OF MAIN DINING ROOM POUROUS AND NOT SMOOTH AND EASILY CLEANABLE. MUST SEAL ALL FLOORS. OBSERVED FLOORS IN 1ST AND 2ND FLOOR WASHROOMS POROUS AND NOT SMOOTH AND EASILY CLEANABLE MUST SEAL ALL FLOORS."
2064921,2015/01/04,CHICAGO PIZZA BOSS,CHICAGO PIZZA BOSS,2240789,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT,"SCHAUMBURG,IL,60193",Canvass,06/24/2017,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: ALL SINKS NOT CLEAN, FOOD DEBRIS NOTED, INSTRUCTED TO CLEAN AND MAINTAIN. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: FOOD HANDLERS NOT WEARING HAIR RESTRAINT, ALSO NO BEARD RESTRAINT, INSTRUCTED TO WEAR."
2064674,2010/05/26,IZAKAYA YUME,IZAKAYA YUME,2476379,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT,"SCHAUMBURG,IL,60193",Canvass Re-inspecshun,06/21/2017,Pass,
2064655,2015/02/19,IZAKAYA YUME,IZAKAYA YUME,2476379,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT,"SCHAUMBURG,IL,60193",Canvass Re-inspection,06/21/2017,Fail,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: CORRECTED (CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE HAS NOW BEEN PROVIDED). | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED"
2064626,2007/09/05,"A 87 CAFE AND RESTAURANT,CORP","A 87  CAFE AND RESTAURANT,CORP",2535691,Restaurant,Risk 1 (High),4393 N ELSTON,",IL,60641",License Re-inspection,06/20/2017,Pass,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: EXPOSED HAND SINK IN NOW INSTALLED IN THE FRONT PREP AREA, WITH PAPER TOWEL AND HAND SOAP AND HOT AND COLD RUNNING WATER. VIOLATION CORRECTED AND ABATED | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE COMMERCIAL GARBAGE CONTAINER IS NOW PROVIDED ON SITE(GROOT). VIOLATION CORRECTED AND ABATED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SEAL THE RAW WOOD AROUND THE EXPOSED HAND SINK IN THE MIDDLE PREP AREA.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENTILATION NOT WORKING ON BOTH WASHROOMS AND THE HOOD IN THE COOK LINE. MUST REPAIR."
2064614,2007/11/28,MARKET SELECT,MARKET SELECT,2523571,Grocery Store,Risk 3 (Low),912 N ASHLAND AVE,",IL,60622",Licenes,06/20/2017,Not Ready,
2064612,2009/01/05,MARKET SELECT,MARKET SELECT,2523569,Grocery Store,Risk 3 (Low),912 N ASHLAND AVE,",IL,60622",Liceese,06/20/2017,Not Ready,
2064565,2014/07/07,IZAKAYA YUME,IZAKAYA YUME,2476379,Mobile Food Preparer,Risk 1 (Medium),950 ESTES CT,"SCHAUMBURG,IL,60193",Canvass Re-inzpection,06/19/2017,No Entry,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO VALID CITY OF CHICAGO CERTIFIED MANAGER ON SITE WHILE POTENTIALLY HAZARDOUS FOODS (FISH, SHRIMP, CRAB) PREPARED AND SERVED. MANAGER WAS NOT ABLE TO PROVIDE AN ORIGINAL COPY OF HIS CERTIFICATE. ONLY A PHOTOCOPY WAS PRESENT ON SITE. INSTRUCTED THAT A CITY OF CHICAGO CERTIFIED FOOD MANAGER MUST BE ON SITE, WITH ORIGINAL CERTIFICATE POSTED AT ALL TIMES WHILE POTENTIALLY HAZARDOUS FOOD IS PREPARED AND SERVED. SERIOUS VIOLATION: 7-38-012 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments:  OBSERVED FOIL BEING USED TO LINE THE FLAT TOP GRILL AND CARDBOARD BOXES BEING USED TO STORE SUSHI BURRITOS AND FRIED FISH. INSTRUCTED THAT ALL FOOD CONTACT AND EQUIPMENT SURFACES MUST BE SMOOTH, NON-ABSORBENT AND EASILY CLEANABLE."
2064471,2014/04/26,"A 87 CAFE AND RESTAURANT,CORP","A 87  CAFE AND RESTAURANT,CORP",2535691,Restaurant,Risk 1 (High),4393 N ELSTON,",IL,60641",License,06/16/2017,Fail,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENTILATION NOT WORKING ON BOTH WASHROOMS AND THE HOOD IN THE COOK LINE. MUST REPAIR. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SEAL THE RAW WOOD AROUND THE  EXPOSED HAND SINK IN THE MIDDLE PREP AREA.

RUBBER GASKET ALONG THE DOOR OF THE TWO DOOR REACH IN COOLER RIPPED OFF. MUST REPAIR AND MAINTAIN. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: MUST PROVIDE OUTSIDE COMMERCIAL GARBAGE CONTAINER FOR WASTE DISPOSAL SERIOUS VIOLATION 7-38-020. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: NO EXPOSED HAND SINK IN THE FRONT PREP AREA. MUST INSTALL EXPOSED HAND SINK WITH PAPER TOWEL AND HAND SOAP AND HOT AND COLD RUNNING WATER. CRITICAL VIOLATION 7-38-030."
2064263,2008/11/10,SUPREME CATERING COMPANY,SUPREME CATERING COMPANY,2501387,Mobile Food Dispenser,Risk 3 (Low),1900 S MAYWOOD DR,"MAYWOOD,IL,60153",License Re-inspection,06/14/2017,Pass,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: VIOLATION CORRECTED. WATER HOSE REPAIRED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED. PEST CONTROL LOG BOOK PROVIDED. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: VIOLATION CORRECTED."
2060158,2009/09/28,CUPCAKES FOR COURAGE,CUPCAKES FOR COURAGE,2263359,Mobile Food Dispenser,Risk 3 (Low),108 W PARK,"ELMHURST,IL,60126",License,06/13/2017,Pass,
2070187,2011/10/24,CHINA CAFE,CHINA CAFE,2535883,Restaurant,Risk 1 (High),2300-2302 S WENTWORTH AVE BLDG,",IL,60616",License,06/12/2017,Not Ready,
2060059,2014/07/11,DEETER COOKIES,DEETER COOKIES,2522500,Mobile Prepared Food Vendor,Risk 3 (Low),37 SHERWOOD TER,"LAKE BLUFF,IL,60044",License,06/12/2017,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST POST LICENSE NUMBER IN FONT THAT IS AT LEAST 2 INCHES TALL ON BOTH SIDES OF THE CART."
2060050,2011/12/14,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2458565,Mobile Food Preparer,Risk 2 (Medium),1625 CHICAGO AVE,"EVANSTON,IL,60201",Canvsas,06/10/2017,Fail,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: Found handsink blocked and not accessible. Hand sink found with pans and utensils stored inside. When turned hot water handle, no water came out of faucet. Instructed must have hot & water, soap and paper towels at all times. Hand sink may only be used for washing hands. Hand sink must be accessible at all times. Operator removed items from sink basin, and turned on the hot water. Hot water found at 92.1F. Critical violation 7-38-030.  | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: Found hot water temperature at 92.3F at the 3 compartment sink. Instructed must have 120F available at all times to properly wash, rinse and sanitize utensils. Serious violation 7-38-030. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: Observed no city of Chicago certified manager on site while potentially hazardous foods (pork, rice, etc.) being cooked and served. Must have a city of Chicago certified food manager on site at all times when potentially hazardous foods are being prepped, cooked and/or served. Serious violation 7-38-012.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Found leak under 3 compartment sink. Found water leaking on to floor of vehicle and also leaking from under vehicle onto the street. Must repair and maintain.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed excessive grease and dust build up on ventilation hoods above hot holding area/grill. Must remove, detail clean and sanitize. Must maintain same."
2059829,2007/12/15,SAN FELIPE FRESH MARKET,SAN FELIPE FRESH MARKET,2404664,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE,"Chicago,IL,60618",Canvass Re-inspection,06/08/2017,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS-#30, #32, #35 AND #36 FROM REPORT #2059412 DATED ON 06/01/17 HAVE BEEN CORRECTED."
2059706,2008/11/14,MOJO SOUTH WACKER,MOJO SOUTH WACKER,2534918,Restaurant,Risk 2 (Medium),200 S WACKER DR,"312CHICAGO,IL,60606",License,06/06/2017,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FOUND MISSING WALL COVING. MUST INSTALL MISSING WALL COVING TO THE LEFT OF HAND SINK IN THE PREP AREA. 
INSTRUCTED TO REPAIR AND MAINTAIN."
2059479,2014/04/03,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST,"chicago,IL,60629",Canvass Re-inspection,06/02/2017,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: VIOLATION CORRECTED, LUNCHROOM CEILING REPAIRED/SEALED AT THIS TIME. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION CORRECTED | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION CORRECTED"
2059412,2011/12/06,SAN FELIPE FRESH MARKET,SAN FELIPE FRESH MARKET,2404664,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE,"Chicago,IL,60618",Canvass,06/01/2017,Fail,"10. SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS  CONNECTION AND/OR BACK FLOW - Comments: OBSERVED WASTE WATER BACKING UP INTO 3-COMPARTMENT SINK WHEN HAND WASH BOWL WATER IS TURNED ON AT PREP/DISHWASH AREA. INSTRUCTED MANAGER 3-COMPARTMENT SINK MUST PROPERLY DRAIN. PLUMBER ON SITE AND 3-COMPARTMENT SINK NOW DRAINING CORRECTLY, NO WASTE WATER BACKING UP INTO 3-COMPARTMENT SINK. INTERIOR AND EXTERIOR OF 3-COMPARTMENT SINK CLEANED AND SANITIZED. CRITICAL VIOLATION 7-38-030. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: THE FOLLOWING PREVIOUS MINOR VIOLATIONS FROM REPORT #1931928 DATED ON 06/01/16 HAVE NOT BEEN CORRECTED-#30 MUST PROPERLY STORE ALL FOODS AND PREPARED FOODS NOT IN THEIR ORIGINAL CONTAINERS IN FOOD GRADE BAGS OR CONTAINERS ALSO INSTRUCTED TO DATE AND LABEL PREPARED FOODS INSIDE THE MEAT WALK IN COOLER, #32 MUST REPAIR BROKEN CORNER OF THE BOX LID AT THE PORK GRIND CASE IN FRONT OF THE MEAT DELI CASES, #35 MUST DETAIL CLEAN AND SANITIZE ALL WALLS AT THE TAQUERIA COOKING AREA AND AT THE MEAT/DELI AREA TO REMOVE FOOD SPLASHES AND GRIME. ALSO MUST REPLACE/DETAIL CLEAN EXHAUST HOOD FILTERS LOCATED AT THE EXHAUST HOOD CANOPY, #36 FOUND LIGHT BULBS AT THE MEAT/DELI SERVICE PREP AREA DELI CASES NOT SHIELDED. INSTRUCTED TO PROVIDE LIGHT SHIELDS WITH END CAPS OR SHATTER PROOFED LIGHTING AND MAINTAIN. THE ABOVE PREVIOUS MINOR VIOLATIONS MUST BE CORRECTED BY DATE OF REINSPECTION. SERIOUS VIOLATION 7-42-090."
2051025,2013/10/28,K INTERCONTINENTAL RESTAURANT,K INTERCONTINENTAL RESTAURANT (MOBILE FOOD),2523116,Mobile Food Dispenser,Risk 3  (Low),951 W WISE RD,"SCHAUMBURG,IL,60193",Licens,05/24/2017,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: Previous license number printed on vehicle. Instructed facility to put new license number on both lateral sides at least 2 inches high."
2050982,2013/03/14,MOJO SOUTH WACKER,MOJO SOUTH WACKER,2534918,Restaurant,Risk 2 (Medium),200 S WACKER DR,"312CHICAGO,IL,60606",License,05/24/2017,Not Ready,
2050912,2014/10/28,SUPREME CATERING COMPANY,SUPREME CATERING COMPANY,2501387,Mobile Food Dispenser,Risk 3 (Low),1900 S MAYWOOD DR,"MAYWOOD,IL,60153",License,05/23/2017,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: NO MECHANICAL REFRIGERATION-ICE USED FOR COLD HOLDING. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: EXPOSED SINK NOT PROPERLY MAINTAINED. WATER HOSE IN POOR REPAIR, WATER SPRAYING HEAVILY FROM HOSE WHEN EXPOSED SINK IN USE. INSTRUCTED MANAGER TO REPAIR/REPLACE HOSE. CRITICAL VIOLATION 7-38-030 | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NO PEST CONTROL LOG BOOK AVAILABLE DURING INSPECTION. INSTRUCTED MANAGER TO PROVIDE PEST CONTROL LOG BOOK. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: ALL FOOD MUST BE INDIVIDUALLY WRAPPED AND PROPERLY LABELED."
2015308,2013/09/02,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519,Restaurant,Risk 1 (High),6606 W NORTH AVE,"Chicago,IL,60707",Canvass Re-inspecshun,05/11/2017,Pass,
